Id	Name	Name.NCBI	entrez	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene549	SAOUHSC_00572	ABD29715.1	3920613	"conserved hypothetical protein"	2616	3850	797	1507	1403	1122	177311054706391	-109898087260349	3034554387377	-362155602540846	292836369177779	874672823220965
gene55	SAOUHSC_00057	ABD29245.1	3919089	"conserved hypothetical protein"	790	932	282	694	590	447	611426121294145	-61849846692835	380144375587289	-162700938550735	103735104467183	159898166660402
gene550	SAOUHSC_00573	ABD29716.1	3920614	"conserved hypothetical protein"	5513	6094	519	3096	2427	1418	252043350950061	-730332175182403	352519010375211	-207175259684593	382885194811496	677164766001457
gene551	SAOUHSC_00574	ABD29717.1	3920615	"phosphate acetyltransferase"	21144	16740	4601	23951	20763	19886	162167330255421	33671893193108	316742443701555	1063068554994	287750863272851	378321173433215
gene552	SAOUHSC_00575	ABD29718.1	3920616	"conserved hypothetical protein"	16248	12433	1823	23388	17375	19447	127120852739994	96400798888518	284909954426385	338355320306739	715543424840328	197550636767219
gene553	SAOUHSC_00577	ABD29719.1	3920617	"mevalonate kinase putative"	1946	2315	501	5022	4586	4138	271291033968508	130028305639506	274821083193424	473138029035383	"222998309	132958"	"1039769708	80881"
gene554	SAOUHSC_00578	ABD29720.1	3920618	"diphosphomevalonate decarboxylase"	5503	5609	4276	8479	8902	6968	749456329499402	-247689136911246	622223943974835	-398070725676323	690578052585359	756417024279951
gene555	SAOUHSC_00579	ABD29721.1	3920503	"phosphomevalonate kinase"	8136	7402	4189	10223	10173	8434	8538076445413	-146757398941191	52604002959234	-278985230563009	78025615925342	829041107463051
gene556	SAOUHSC_00580	ABD29722.1	3920504	"conserved hypothetical protein"	1136	1480	142	5651	4315	4836	243894895681678	247842716531221	252875202541454	980098934337351	"1	11488252799659E-08"	"3	81289824574835E-07"
gene557	SAOUHSC_00581	ABD29723.1	3920505	"conserved hypothetical protein"	1727	2465	367	10501	6323	5447	37149839272013	215127519434637	250674570807304	858194426111164	"0	000932828416973313"	"0	0202557027685634"
gene558	SAOUHSC_00582	ABD29724.1	3920506	"conserved hypothetical protein"	301	520	31	2199	1361	1130	744048035475387	257054593003123	36792760967948	698655350238751	"281	721000823736"	"3293	96862501599"
gene559	SAOUHSC_00583	ABD29725.1	3920507	"conserved hypothetical protein"	7	3	0	25	18	33	11931934536868	293745438499264	815844704440767	360050677414908	317597553573022	940418730060377
gene56	SAOUHSC_00058	ABD29246.1	3919090	"conserved hypothetical protein"	1267	1985	413	1077	773	674	963460992567369	-816443276658897	315291631368878	-258948603587798	961193211717267	19922913842867
gene560	SAOUHSC_00584	ABD29726.1	3920508	"conserved hypothetical protein"	989	1756	215	1147	1005	923	857667390175121	103507656880494	248855685230796	41593446733796	966822797471525	975019231066012
gene561	SAOUHSC_00585	ABD29727.1	3920509	"conserved hypothetical protein"	70	130	34	57	27	47	616245590816555	-120137283907842	493059214607305	-243656908437509	148273368792649	293330395529059
gene562	SAOUHSC_00586	ABD29728.1	3920510	"conserved hypothetical protein"	191	243	55	228	160	178	161240874129967	-237876252999472	313632980382459	-75845420564315	939542079784452	954898636809161
gene563	SAOUHSC_00587	ABD29729.1	3920511	"conserved hypothetical protein"	270	335	57	352	227	234	213852311059786	159929964154589	247568719182585	646002308702975	518277860247224	606504801384263
gene564	SAOUHSC_00588	ABD29730.1	3920512	"conserved hypothetical protein"	280	360	53	277	187	255	203287296575805	-233508532900734	269408257665296	-866746011886679	930930165737449	950340258821907
gene565	SAOUHSC_00589	ABD29731.1	3920513	"hypothetical protein"	121	193	9	152	103	147	948905595883835	482222525093644	431435762590035	111771569931691	263688435512184	352271269317059
gene566	SAOUHSC_00591	ABD29732.1	3920514	"conserved hypothetical protein"	170	237	19	170	120	132	113815687141149	389293438497131	313433362576681	124202935927694	901154597706466	930399614839582
gene567	SAOUHSC_00592	ABD29733.1	3920515	"conserved hypothetical protein"	241	387	40	308	205	249	197848843724759	189406019592404	277742545706499	681948165739638	495271727488494	586353719778676
gene568	SAOUHSC_00593	ABD29734.1	NA	"conserved hypothetical protein"	143	168	16	158	81	115	921489737101369	123983143627641	344704259780107	3596797547751	719086633537249	780722630697585
gene569	SAOUHSC_00595	ABD29735.1	NA	"conserved hypothetical protein"	36	66	3	16	3	27	190668697092012	-993320668919999	798075026921973	-124464572303566	213262005443207	294689316612432
gene57	SAOUHSC_00060	ABD29247.1	3919091	"conserved hypothetical protein"	2334	2026	796	2057	1592	1999	179774530208062	-332735114828084	425857783655598	-781329184526952	434608909445156	526081767665051
gene570	SAOUHSC_00596	ABD29736.1	3920518	"conserved hypothetical protein"	83	70	13	114	80	98	658859336978324	715201284945802	344988871010484	207311407713226	381616642192648	675410204704152
gene571	SAOUHSC_00598	ABD29737.1	3920519	"conserved hypothetical protein"	100	123	9	162	104	115	820516567733354	757582066780581	345201498722121	219460827830999	281917092115375	518363685502463
gene572	SAOUHSC_00599	ABD29738.1	3920520	"conserved hypothetical protein"	142	185	14	114	65	121	857282253544729	-943176522507246	408804327788	-230715884934654	817535532036188	860298929096543
gene573	SAOUHSC_00600	ABD29739.1	3920521	"conserved hypothetical protein"	118	181	17	192	129	112	101830496931908	447492428657548	307781782100511	145392760287356	145966379078385	21242766657365
gene574	SAOUHSC_00602	ABD29740.1	3918921	"conserved hypothetical protein"	135	193	53	163	95	100	118955552955688	-458285366713254	401471022647129	-114151542916227	253655495011431	3415361389524
gene575	SAOUHSC_00603	ABD29741.1	3918922	"conserved hypothetical protein"	1870	2704	564	1532	1232	1021	138091523439557	-70170597351092	296963779672304	-236293454469513	181308715803783	351740102460878
gene576	SAOUHSC_00604	ABD29742.1	3918923	"conserved hypothetical protein"	9926	13620	1374	4478	4922	2311	500415797486061	-105614922723915	340269845486073	-310385783885858	191015088776162	477276057435232
gene577	SAOUHSC_00605	ABD29743.1	3918924	"conserved hypothetical protein"	1321	2035	90	652	367	384	599469111596985	-109718156484888	443782252602419	-247234214170307	134230980990468	268658349663439
gene578	SAOUHSC_00606	ABD29744.1	3918925	"conserved hypothetical protein"	6155	7880	961	4650	3064	2603	352762147045449	-583498527577739	220678048241956	-264411676750911	819043959094205	172909280253221
gene579	SAOUHSC_00607	ABD29745.1	3918926	"conserved hypothetical protein"	3186	3437	474	2763	1880	1640	188110965690347	-239808458033907	213770130856542	-112180526378046	261945247665995	350455842354113
gene58	SAOUHSC_00061	ABD29248.1	3919092	"conserved hypothetical protein"	2748	3413	883	2415	1608	1495	200055546941263	-707319237863535	336412729820652	-210253410517676	355065153388235	634940039000137
gene580	SAOUHSC_00608	ABD29746.1	3918927	"alcohol dehydrogenase I putative"	56012	81504	16020	4114	3415	2321	264634837436371	-42079864043034	302077429740681	-139301582641105	"4	15433925919224E-30"	"8	1187658665357E-29"
gene581	SAOUHSC_00609	ABD29747.1	3918928	"conserved hypothetical protein"	79	43	9	12	9	12	240260461214632	-207360203367761	553759318573437	-374459077098604	180688044270688	562414663395451
gene582	SAOUHSC_00610	ABD29748.1	3918929	"conserved hypothetical protein"	1379	2058	71	639	480	465	623845420115378	-884553824978417	489402033730849	-180741755042417	706971995317405	114998536218099
gene583	SAOUHSC_00611	ABD29749.1	3918930	"arginyl-tRNA synthetase"	6339	7626	466	4347	2638	3259	319439816677497	-328977033579138	386387081612919	-851418303649981	394537027673037	486898199239256
gene584	SAOUHSC_00612	ABD29750.1	3918931	"endonuclease III putative"	118	158	26	176	94	128	101160756294811	271106157720674	315029117638689	860574920035199	389472203950256	481920004908192
gene585	SAOUHSC_00613	ABD29751.1	3918932	"iron compound ABC transporter substrate-binding protein putative"	1652	1916	133	1981	1068	1388	107445021409282	386985830727742	368616465035962	104983327505457	293794773636137	385341563120072
gene586	SAOUHSC_00614	ABD29752.1	3918933	"conserved hypothetical protein"	1529	2490	112	659	521	423	711883871444958	-115080586245456	42903494343961	-268231266485768	731150890803416	157019531965318
gene587	SAOUHSC_00615	ABD29753.1	3918934	"haloacid dehalogenase-like hydrolase putative"	1655	2057	217	799	557	509	791915544105546	-106331670963666	236104543266056	-450358428062292	"668168516	558812"	"2851964214	20423"
gene588	SAOUHSC_00616	ABD29754.1	3918935	"conserved hypothetical protein"	2003	2709	188	1597	1113	1170	115547842571603	-205777594966617	330376827702581	-622857227601527	533378347685987	620196837768322
gene589	SAOUHSC_00617	ABD29755.1	3918936	"conserved hypothetical protein"	47563	42914	18376	38172	34261	18952	346385316137049	-809953587327385	470088209917144	-172298213450225	848917558405908	134880281056827
gene59	SAOUHSC_00062	ABD29249.1	3919093	"conserved hypothetical protein"	104	108	14	231	106	142	970644360924029	101480256978564	347109160159144	292358337452222	346027543358286	804359692972192
gene590	SAOUHSC_00618	ABD29756.1	3918937	"conserved hypothetical protein"	4136	6586	381	2763	2070	2265	235487383779665	-464971497833786	368570822122394	-126155265128225	207109802954549	287601303080337
gene591	SAOUHSC_00619	ABD29757.1	3918938	"conserved hypothetical protein"	12086	18247	1502	5003	6054	3640	622274565182364	-100832596297449	334274685925192	-301645923376963	255745604177818	620319125027047
gene592	SAOUHSC_00620	ABD29758.1	3918939	"staphylococcal accessory regulator T putative"	96077	121196	17926	32941	33018	23487	473336261473689	-147780844887151	22556994460039	-655144217679146	"5698	4052703501699999"	"56488	5392017322"
gene593	SAOUHSC_00621	ABD29759.1	3918940	"conserved hypothetical protein"	1528	2419	240	997	770	661	906063414071932	-766738331386229	243875200202733	-314397827556407	166667812301791	423401239050789
gene594	SAOUHSC_00622	ABD29760.1	3920033	"conserved hypothetical protein"	230	360	34	532	306	317	241885428582476	887913543026794	290483680021784	305667272929139	223808489341762	54853922596152
gene595	SAOUHSC_00624	ABD29761.1	3920034	"integrase/recombinase putative"	3530	5026	334	3494	3385	2754	246445762956898	273983672289377	344138869227085	79614276906508	425949057677644	517494059416534
gene596	SAOUHSC_00625	ABD29762.1	3920035	"conserved hypothetical protein"	17927	25488	3885	14005	13682	9857	123795771891641	-444776533538587	237921007839317	-186942942776609	615630935788713	10208280244351
gene597	SAOUHSC_00626	ABD29763.1	3920036	"conserved hypothetical protein"	3014	4616	790	2062	1969	1642	211919116156589	-732918315302418	263049185034881	-278624058540699	533232793686167	118611782400435
gene598	SAOUHSC_00627	ABD29764.1	3920037	"conserved hypothetical protein"	1932	3453	618	1426	1334	1003	149589762011379	-884429472985979	313672102640808	-281959876425083	480837313859203	107833679567113
gene599	SAOUHSC_00628	ABD29765.1	3920038	"conserved hypothetical protein"	11862	19760	3863	7546	8171	5725	888255022115577	-963377722779238	331301106224753	-290786147307847	363909500068603	842348893559813
gene6	SAOUHSC_00007	ABD29198.1	3919180	"conserved hypothetical protein"	3540	5004	1203	7031	4901	4740	40048515896005	439202858830848	33159959267078	132449758244094	185337845437606	261114492851333
gene60	SAOUHSC_00064	ABD29250.1	3919094	"conserved hypothetical protein"	254	268	27	281	170	224	166926949745017	320252486081671	310519837433772	103134308174425	302379962116752	394898127136723
gene600	SAOUHSC_00629	ABD29766.1	3920039	"conserved hypothetical protein"	812	1740	359	290	268	313	626229887455495	-201992696369777	403934253503482	-500063301435355	"57142388	9854481"	"308366028	134489"
gene601	SAOUHSC_00630	ABD29767.1	NA	"hypothetical protein"	1854	3089	332	1159	1170	810	117240639104663	-74435524110799	268585403032163	-277139126960989	558173104424071	123556764862804
gene602	SAOUHSC_00632	ABD29768.1	3920041	"conserved hypothetical protein"	4974	7163	907	3584	3002	2208	30898581274037	-62256737456619	220721856972314	-282059685028964	479344015248832	107586975038622
gene603	SAOUHSC_00633	ABD29769.1	3920042	"conserved hypothetical protein"	14591	15952	1787	12344	10105	6836	845706985775184	-133603538404084	267414420621588	-49961231744171	61734808307729	696808727433773
gene604	SAOUHSC_00634	ABD29770.1	3920043	"ABC transporter substrate-binding protein putative"	14500	26035	2752	29438	22876	25608	169312691910793	85698873073497	254128787455481	337226151871951	745536205792696	205416622260706
gene605	SAOUHSC_00636	ABD29771.1	3920044	"iron (chelated) ABC transporter permease protein putative"	7539	14625	615	12336	9181	11089	724894642905884	767027570039508	445029684428253	172354248913741	847904684390394	134876000958844
gene606	SAOUHSC_00637	ABD29772.1	3920045	"conserved hypothetical protein"	13364	23815	2302	10855	7920	7136	895440460227864	-586563315159726	255886145288644	-229228243091502	218893509699937	416765930785683
gene607	SAOUHSC_00638	ABD29773.1	3920046	"conserved hypothetical protein"	4719	5220	962	8025	5530	6144	443172549539425	69121537448934	223816160977575	308831753466899	20129326323699	499762584588388
gene608	SAOUHSC_00639	ABD29774.1	3920047	"conserved hypothetical protein"	1324	1392	333	3480	2246	2667	167552702284964	119309926574501	296627309306959	402221652663259	"5765302038	00838"	198164150452147
gene609	SAOUHSC_00640	ABD29775.1	3920048	"conserved hypothetical protein"	2155	3052	395	1422	956	1063	128505822136433	-76060461974273	206080304013845	-369081666189522	223535216404722	686411169566016
gene61	SAOUHSC_00065	ABD29251.1	3919095	"conserved hypothetical protein"	1732	2051	306	432	326	307	751307235242265	-202861232004075	192629898695598	-105311394221644	"6	20784484855349E-12"	"3	2662814433927599999E-10"
gene610	SAOUHSC_00641	ABD29776.1	3920049	"teichoic acid translocation ATP-binding protein putative"	6817	7556	1645	9814	7594	7921	615952350743341	430863841168353	263981645518244	163217348055577	102642945712575	158661638118421
gene611	SAOUHSC_00642	ABD29777.1	3920050	"teichoic acid biosynthesis protein putative"	7394	8069	309	9462	7252	8127	53109208702006	918703519791555	501863414649726	183058476265452	671625445774256	110033965247806
gene612	SAOUHSC_00643	ABD29778.1	3920051	"tagB protein putative"	2449	3187	315	2904	2043	2325	181312655552934	333113930322106	246459375279033	135159772252512	176504039293769	250769969129683
gene613	SAOUHSC_00644	ABD29779.1	3919936	"tagX protein putative"	2268	3315	232	3111	2394	2757	189312742445323	648409487845705	328472654431675	19740136023426	483801962825077	825753069425709
gene614	SAOUHSC_00645	ABD29780.1	3919937	"glycerol-3-phosphate cytidylyltransferase"	1142	1483	285	1617	1189	1529	107517708602724	389822158505977	277848506425324	140300253372334	160616083393482	230559078785188
gene615	SAOUHSC_00646	ABD29781.1	3919938	"penicillin-binding protein 4 putative"	3852	6118	668	4610	3829	3965	321968968571337	229365475098583	228460053748818	100396314950867	315396376063249	409551250550095
gene616	SAOUHSC_00647	ABD29782.1	3919939	"conserved hypothetical protein"	14565	15464	2737	61804	40529	43443	251598328119479	200576634172197	214891477703539	933385708524514	"1	02086666518722E-06"	"3	03596869125243E-05"
gene617	SAOUHSC_00648	ABD29783.1	3919940	"conserved hypothetical protein"	9784	10085	2327	11252	7571	9545	762754247450769	107961930165047	290916581686104	37110957903918	710555916640231	773917590735539
gene618	SAOUHSC_00650	ABD29784.1	3919941	"conserved hypothetical protein"	1518	370	25	630	624	188	425637672659725	-225140494706617	781033960931083	-288259545638993	77314807131637	822766675659895
gene619	SAOUHSC_00651	ABD29785.1	3919942	"conserved hypothetical protein"	2393	3789	514	3401	2707	2984	226026677809618	37045627662798	229180975174149	161643555424476	106000176488607	162905665421238
gene62	SAOUHSC_00067	ABD29252.1	3919096	"L-lactate permease"	6110	7615	2180	5420	3863	3793	472073019602018	-683593748485108	362596140501056	-188527585412376	593926043371502	98723065289455
gene620	SAOUHSC_00652	ABD29786.1	3919943	"iron compound ABC transporter ATP-binding protein"	5068	7981	1008	4693	3874	2860	360976112439946	-361687672496344	233674975867327	-15478237288947	121664741814447	18299875404306
gene621	SAOUHSC_00653	ABD29787.1	3919944	"ferrichrome transport permease fhuB putative"	2019	2740	437	2993	2306	1852	177823622338069	323129763558478	22091167960631	146271018415293	143546698278385	209687008269975
gene622	SAOUHSC_00654	ABD29788.1	3919945	"ferrichrome ABC transporter (permease) putative"	3045	4656	720	5289	4052	3439	305128779501037	463265160413916	231037175687483	200515418800202	449465659370727	776840204698868
gene623	SAOUHSC_00655	ABD29789.1	3919946	"conserved hypothetical protein"	2548	4076	1022	1649	1630	837	194447545629898	-127127925844797	415383084575627	-306049838246727	220968954233081	543679009695782
gene624	SAOUHSC_00656	ABD29790.1	3919947	"conserved hypothetical protein"	1504	3293	731	1053	1104	617	136840004171218	-134545185305177	43591611280875	-308649259230768	20253299298161	502384649861909
gene625	SAOUHSC_00658	ABD29791.1	3919948	"conserved hypothetical protein"	743	1558	177	656	578	376	576716723258649	-670007153880006	317245482197321	-21119517581129	346905873075774	621975405462201
gene626	SAOUHSC_00659	ABD29792.1	3919949	"conserved hypothetical protein"	17329	13825	502	11103	9487	7626	759248876937734	94873001039248	562888682059099	168546648854608	866153248066415	900720367430525
gene627	SAOUHSC_00660	ABD29793.1	3919950	"conserved hypothetical protein"	9792	9919	2297	25723	27476	33137	159991133097589	17656729633747	335721733302591	525933470557675	"1445775	2245678"	"8655669	6157932"
gene628	SAOUHSC_00661	ABD29794.1	3919951	"conserved hypothetical protein"	1145	1362	106	1428	1171	1240	872431858257279	674627934522339	316439555326391	213193301269336	330123538398793	594222369117827
gene629	SAOUHSC_A00635	ABD32046.1	NA	"hypothetical protein"	39	56	12	36	15	59	337552694027391	-138649051748703	602208667543262	-230234234778334	817909760806355	860361824516027
gene63	SAOUHSC_00069	ABD29253.1	3919448	"protein A"	8145	4495	750	2131	2120	1397	267068347003792	-125944230486092	383603092532681	-328319121867772	102639018782129	274238628308502
gene630	SAOUHSC_00662	ABD29795.1	3919952	"conserved hypothetical protein"	1226	984	89	4686	3264	3866	194298040102473	246287340186792	364104166982675	676419998781589	"1340	47817320288"	"14439	1664641067"
gene631	SAOUHSC_00663	ABD29796.1	3919953	"conserved hypothetical protein"	3600	2801	289	2161	1636	962	152990955382207	-443388647085376	384760355413296	-115237612411784	24916654782207	336389103801742
gene632	SAOUHSC_00664	ABD29797.1	3919954	"conserved hypothetical protein"	2173	3093	182	1594	1352	1104	123276363249546	-256049123223483	369853280633782	-692299180866305	488749464405163	580702348737623
gene633	SAOUHSC_00665	ABD29798.1	3919955	"conserved hypothetical protein"	1256	1217	117	1206	846	868	745562662329107	235971814123074	300051678866994	786437239791863	43161137367714	522979946138466
gene634	SAOUHSC_00666	ABD29799.1	3919429	"conserved hypothetical protein"	1771	2171	257	1912	1295	1391	122307064645603	114599627063316	209536513159339	546919605253571	584433965916041	666810396474682
gene635	SAOUHSC_00667	ABD29800.1	3919430	"ABC transporter ATP-binding protein putative"	9109	15142	1549	2331	1837	1551	433847715635304	-216296580799779	239916350329434	-90154997982746	"1	9597478621958E-06"	"0	000510654300092164"
gene636	SAOUHSC_00668	ABD29801.1	3919431	"ABC transporter permease putative"	10674	19277	600	5683	4324	4594	551473853037876	-772763979058658	506024329680264	-152712811169956	126729157820371	189057238711306
gene637	SAOUHSC_00669	ABD29802.1	3919432	"conserved hypothetical protein"	4446	5141	364	3928	3375	3654	279380418951451	297082710014271	351369478445174	845499476303051	397832024946465	489419253711119
gene638	SAOUHSC_00670	ABD29803.1	3919433	"conserved hypothetical protein"	6682	5882	1518	9073	7911	6734	567283750011784	486104311269916	300763365674974	161623510954866	106043490539191	162905665421238
gene639	SAOUHSC_00671	ABD29804.1	3919434	"secretory antigen SsaA-like protein"	12808	9952	3268	6114	5349	4037	680249572432155	-111018447145057	365303713404976	-303907250518369	237307733722648	57816024885589
gene64	SAOUHSC_00070	ABD29254.1	3919449	"staphylococcal accessory regulator-like protein"	968	1073	50	416	284	369	39780276729823	-746222152882673	461142576852216	-161820267817477	1056189258887	162435852294257
gene640	SAOUHSC_00672	ABD29805.1	3919435	"conserved hypothetical protein"	2707	3127	218	2648	1870	1728	16215872721212	177186288114367	342594403172001	517189675236491	605023758718476	68629560690454
gene641	SAOUHSC_00673	ABD29806.1	3919436	"conserved hypothetical protein"	896	1504	104	1072	634	841	670302082115175	142527355667506	342955911458848	415585067658494	677713655243447	74726932618683
gene642	SAOUHSC_00674	ABD29807.1	3919437	"conserved hypothetical protein"	670	2000	43	223	104	187	367923312013255	-206842930283022	61847613375428	-334439631530228	824618466819065	224940790151243
gene643	SAOUHSC_00675	ABD29808.1	3919438	"conserved hypothetical protein"	5759	6570	1546	6421	5061	4735	459675365817667	-517402656068276	288045433478663	-179625363200421	857446691585397	894045025982335
gene644	SAOUHSC_00676	ABD29809.1	3919439	"conserved hypothetical protein"	3918	3507	870	4875	3694	3642	307601537631549	303392874816962	287499953576148	105527973498126	29129740651482	38243267957032
gene645	SAOUHSC_00677	ABD29810.1	3919440	"conserved hypothetical protein"	16	15	2	10	3	8	751951958420064	-717351245593978	749743102505038	-956796058806233	338670201915994	432183615877872
gene646	SAOUHSC_00678	ABD29811.1	3919441	"conserved hypothetical protein"	4746	7029	449	1864	1624	1246	218133394435	-121444551368957	351297602475165	-345702761741855	546168872209024	155658128579572
gene647	SAOUHSC_00679	ABD29812.1	3919442	"conserved hypothetical protein"	6792	9209	541	3921	3387	2949	346214169789447	-507033811094595	374385440153308	-135430964112004	175637611563701	249763256360856
gene648	SAOUHSC_00680	ABD29813.1	3919443	"hypothetical protein"	789	1781	209	577	461	486	615549641623937	-915219027121103	310854561818752	-294420330126837	323787231953019	75716398856706
gene649	SAOUHSC_00681	ABD29814.1	3919444	"major facilitator superfamily protein superfamily"	3870	4653	580	3628	2980	2458	254314766694483	-323028745933547	197991680332666	-163152686714307	870398217495478	904103843229927
gene65	SAOUHSC_00071	ABD29255.1	3919450	"lipoprotein SirC putative"	11124	13477	1664	4260	4425	2476	525278016181381	-125462077252504	283138436673997	-443112135273108	"937443108	858854"	"3868543508	0510199999"
gene650	SAOUHSC_00682	ABD29815.1	3919445	"conserved hypothetical protein"	1707	2148	192	1178	901	953	955658890579322	-340052509837907	271793755752647	-125114173022938	210882772933174	291991531753626
gene651	SAOUHSC_00683	ABD29816.1	3919446	"conserved hypothetical protein"	1314	1722	103	467	309	310	535886558523816	-137606851562346	375867163346859	-366105009911067	251183631531252	762750739033858
gene652	SAOUHSC_00684	ABD29817.1	3919447	"conserved hypothetical protein"	180	221	30	155	81	103	108719977250494	-42276476943033	297004117795145	-142343066678263	154611347771069	222289357594138
gene653	SAOUHSC_00685	ABD29818.1	3920989	"conserved hypothetical protein"	1949	2718	162	959	615	560	886953146274539	-102968718199837	374744937275383	-274770138186469	600146409701567	131676068720408
gene654	SAOUHSC_00686	ABD29819.1	3920990	"conserved hypothetical protein"	6325	6771	615	1934	1700	1183	246294899013324	-14300895943066	310841757595824	-46006997430702	"421074024	046088"	"1870224886	02288"
gene655	SAOUHSC_00687	ABD29820.1	3920991	"conserved hypothetical protein"	891	908	178	450	330	310	46139794335241	-103032569584215	242146860025624	-425496203309481	"2090844903	71368"	"7978454193	25054"
gene656	SAOUHSC_00688	ABD29821.1	3920992	"conserved hypothetical protein"	18419	13828	10945	4656	4812	2674	125577729009789	-268759352804975	609547566587983	-440916127857565	"103771725	84225"	"4256663296	91746"
gene657	SAOUHSC_00689	ABD29822.1	3920993	"conserved hypothetical protein"	11169	10736	3419	2775	2669	1787	564145140880958	-220293155993019	379456226661875	-580549587843018	"641757	835255277"	"468226	51660225"
gene658	SAOUHSC_00690	ABD29823.1	3920994	"conserved hypothetical protein"	20824	21454	3326	4656	4120	2797	831623488742827	-206675654702432	237943870573544	-86858995024439	"0	000375757006659615"	"8	668819638965E-05"
gene659	SAOUHSC_00691	ABD29824.1	3920995	"undecaprenol kinase putative"	3632	6265	1252	2605	2107	1992	279961200930109	-995091429516759	320032324921462	-310934662541029	187501604625592	469354428413194
gene66	SAOUHSC_00072	ABD29256.1	3919451	"lipoprotein SirB putative"	329	456	181	697	482	389	419090240465852	932502747848509	485719920529718	191983632631649	847755026212003	885627243877831
gene660	SAOUHSC_00692	ABD29825.1	3920996	"conserved hypothetical protein"	6931	8413	1543	6253	4526	4234	472680054592329	-350604542625508	223142644856523	-157121263329536	116133266583491	1759361115019
gene661	SAOUHSC_00693	ABD29826.1	3920997	"conserved hypothetical protein"	9504	9809	1000	8623	6935	6059	571740387423054	143749990486731	268430553492296	535520225311672	592290175771385	674929579721162
gene662	SAOUHSC_00694	ABD29827.1	3920998	"conserved hypothetical protein"	81946	75739	10057	77275	79981	63930	546554721541881	402062440598248	261560241130708	153716955933424	124251792630539	185563812574866
gene663	SAOUHSC_00695	ABD29828.1	3920999	"conserved hypothetical protein"	1849	1428	276	1561	1163	990	105054278724717	-67425563675953	272637129821415	-247308808305453	804669242438906	848391155033852
gene664	SAOUHSC_00696	ABD29829.1	3921000	"conserved hypothetical protein"	3366	4717	663	3118	2283	2211	234360901209699	-287324678902136	190147933337887	-15110586471196	130773509376599	194454522638247
gene665	SAOUHSC_00697	ABD29830.1	3921001	"conserved hypothetical protein"	489	569	48	394	192	382	278510556749302	-102702080415462	391124318486799	-262581679433285	792873022371601	838863336894316
gene666	SAOUHSC_00698	ABD29831.1	3921002	"conserved hypothetical protein"	2731	3386	723	3624	2574	2930	240035248031564	175221815488418	278242467207374	629745046638857	528861404930674	615729703783116
gene667	SAOUHSC_00699	ABD29832.1	3921003	"deoxyribodipyrimidine photolyase putative"	6976	9872	1906	7553	5915	6459	582812522606354	-123291771643443	271287887740437	-454468397650711	6494917327676	72236153693177
gene668	SAOUHSC_00700	ABD29833.1	3921004	"conserved hypothetical protein"	1036	989	106	1042	694	747	62981678924703	251558257787148	282991873358127	888923963794538	374043945523743	467939750778675
gene669	SAOUHSC_00701	ABD29834.1	3921005	"conserved hypothetical protein"	1143	1739	179	787	568	899	738357288724977	-398475260848247	313471696463959	-127116822776394	203668807088982	283293267003282
gene67	SAOUHSC_00074	ABD29257.1	3919452	"periplasmic binding protein putative"	733	884	57	906	551	537	480829199233623	376628860694853	367666516545754	102437628597051	305657578346659	398417882018323
gene670	SAOUHSC_00702	ABD29835.1	3921006	"conserved hypothetical protein"	1046	911	71	925	779	740	597977814767929	400911247622046	374141613108379	107154947104457	283922439126329	374186798386145
gene671	SAOUHSC_00703	ABD29836.1	3921007	"quinolone resistance norA protein putative"	2109	2584	412	2278	1939	1985	163992648017636	179424277578436	20529635584532	873976923943172	382130820753485	475860821332791
gene672	SAOUHSC_00704	ABD29837.1	3921008	"conserved hypothetical protein"	1168	1465	91	634	462	700	590503414048652	-416875725860339	40220844962265	-103646685257719	299984395847515	392204544089787
gene673	SAOUHSC_00705	ABD29838.1	3919332	"conserved hypothetical protein"	439	939	99	545	372	437	395584736701019	-140172474078939	306872211671589	-456777996663151	647830622617246	721393806870486
gene674	SAOUHSC_00706	ABD29839.1	3919333	"conserved hypothetical protein"	2819	5910	816	8692	6448	6282	441401018929265	104542715202567	292886661542974	356939147217627	357811408121128	104927332542273
gene675	SAOUHSC_00707	ABD29840.1	3919334	"fructose 1-phosphate kinase putative"	4349	14937	6554	11772	10527	8442	106468509639052	-569638331742166	656510792027973	-867675503067579	385572000094212	478424032769961
gene676	SAOUHSC_00708	ABD29841.1	3919335	"fructose specific permease putative"	29857	66916	18124	47831	40083	33456	389713056990815	-389084718612738	458895583535562	-847872005250156	39650925674681	488231020008673
gene677	SAOUHSC_00709	ABD29842.1	NA	"hypothetical protein"	554	303	50	742	395	472	347375894689778	782740886572296	396516449090299	197404392268741	483767488394866	825753069425709
gene678	SAOUHSC_00710	ABD29843.1	3919337	"N-acetylglucosamine-6-phosphate deacetylase"	1486	1922	379	1493	1027	835	107193711235952	-406065161290562	274765400265619	-14778613351536	139444897242678	204898624519853
gene679	SAOUHSC_00711	ABD29844.1	3919338	"conserved hypothetical protein"	16338	17425	1651	5590	4636	3541	658067836435204	-129488068323309	290454318581131	-445812164046512	"826809810	954543"	"3443408556	53966"
gene68	SAOUHSC_00075	ABD29258.1	3919453	"conserved hypothetical protein"	99	93	18	428	246	216	153390670901973	192608867527795	323313840927572	595733442698307	"256385	248584373"	"1987167	25248398"
